created_at,travel_at,from_place,to_place
16.02.2019 07:09,18.02.2019 18:23,Aldersbach,Eggenfelden
16.02.2019 07:10,18.02.2019 07:13,Aldersbach,Eggenfelden
16.02.2019 07:10,19.02.2019 16:22,Aldersbach,Eggenfelden
16.02.2019 08:58,16.02.2019 13:00,Neukirchen vorm Wald,Passau
16.02.2019 12:43,16.02.2019 12:43,Neukirchen-Vluyn,Passau
16.02.2019 12:43,16.02.2019 14:50,Neukirchen-Vluyn,Passau
16.02.2019 12:44,16.02.2019 12:38,Neukirchen-Vluyn,Passau
16.02.2019 12:44,16.02.2019 14:50,Neukirchen vorm Wald,Passau
16.02.2019 12:44,16.02.2019 15:40,Neukirchen vorm Wald,Passau
16.02.2019 14:34,16.02.2019 15:10,Passau,Passau
16.02.2019 14:34,16.02.2019 15:39,Passau,Passau
16.02.2019 14:35,16.02.2019 14:50,Passau,Passau
16.02.2019 14:40,16.02.2019 17:40,Passau,Neuburg a. Inn
16.02.2019 14:40,16.02.2019 16:55,Passau,Neuburg a. Inn
16.02.2019 14:40,16.02.2019 22:31,Passau,Neuburg a. Inn
16.02.2019 14:40,16.02.2019 17:40,Passau,Neuburg a. Inn
16.02.2019 14:40,16.02.2019 20:31,Passau,Neuburg a. Inn
16.02.2019 14:40,16.02.2019 16:55,Passau,Neuburg a. Inn
16.02.2019 17:26,17.02.2019 09:26,Salzweg,Passau
16.02.2019 17:26,16.02.2019 20:43,Salzweg,Passau
16.02.2019 17:27,17.02.2019 11:27,Salzweg,Passau
16.02.2019 17:27,17.02.2019 10:44,Salzweg,Passau
16.02.2019 17:28,16.02.2019 15:07,Salzweg,Passau
16.02.2019 20:06,17.02.2019 20:06,Passau,Ruderting
16.02.2019 20:07,18.02.2019 08:45,Passau,Ruderting
16.02.2019 20:07,17.02.2019 17:44,Passau,Ruderting
16.02.2019 20:07,23.02.2019 20:07,Passau,Ruderting
16.02.2019 20:07,23.02.2019 17:44,Passau,Ruderting
16.02.2019 20:07,24.02.2019 11:15,Passau,Ruderting
17.02.2019 08:36,17.02.2019 08:36,Fürstenzell,Passau
17.02.2019 08:39,17.02.2019 09:50,Passau,Passau
17.02.2019 08:39,17.02.2019 11:21,Passau,Passau
17.02.2019 08:40,17.02.2019 09:05,Passau,Passau
17.02.2019 08:45,17.02.2019 12:50,Passau,Fürstenzell
17.02.2019 08:45,17.02.2019 17:06,Passau,Fürstenzell
17.02.2019 08:45,17.02.2019 11:58,Passau,Fürstenzell
17.02.2019 08:45,17.02.2019 00:24,Passau,Fürstenzell
17.02.2019 11:26,17.02.2019 11:26,Salzweg,Passau
17.02.2019 11:26,17.02.2019 10:44,Salzweg,Passau
17.02.2019 11:27,17.02.2019 11:26,Salzweg,Passau
17.02.2019 11:27,17.02.2019 10:44,Salzweg,Passau
17.02.2019 11:27,16.02.2019 15:07,Salzweg,Passau
17.02.2019 11:27,17.02.2019 20:45,Salzweg,Passau
17.02.2019 11:28,17.02.2019 13:23,Passau,Passau
17.02.2019 11:28,17.02.2019 13:02,Passau,Passau
17.02.2019 11:28,17.02.2019 16:03,Passau,Passau
17.02.2019 11:29,17.02.2019 11:28,Salzweg,Passau
17.02.2019 11:29,17.02.2019 10:44,Salzweg,Passau
17.02.2019 11:29,17.02.2019 20:45,Salzweg,Passau
17.02.2019 21:58,23.02.2019 19:00,Passau,Passau
17.02.2019 21:59,23.02.2019 18:50,Passau,Passau
18.02.2019 00:14,18.02.2019 23:14,Passau,Untergriesbach
18.02.2019 00:14,18.02.2019 22:29,Passau,Untergriesbach
18.02.2019 00:30,18.02.2019 00:30,Neuburg am Inn - Neukirchen am Inn,Passau
18.02.2019 00:30,18.02.2019 07:07,Neuburg am Inn - Neukirchen am Inn,Passau
18.02.2019 06:48,18.02.2019 06:48,Neuburg am Inn - Neukirchen am Inn,Passau
18.02.2019 06:48,18.02.2019 08:19,Neuburg am Inn - Neukirchen am Inn,Passau
18.02.2019 06:48,18.02.2019 06:08,Neuburg am Inn - Neukirchen am Inn,Passau
18.02.2019 07:44,18.02.2019 13:44,Passau,Passau
18.02.2019 07:44,18.02.2019 14:27,Passau,Passau
18.02.2019 07:44,18.02.2019 13:42,Passau,Passau
18.02.2019 07:54,18.02.2019 07:54,Passau,Hutthurm
18.02.2019 07:54,18.02.2019 10:15,Passau,Hutthurm
18.02.2019 07:54,18.02.2019 07:14,Passau,Hutthurm
18.02.2019 13:02,18.02.2019 14:02,Passau,Passau
18.02.2019 13:02,18.02.2019 16:05,Passau,Passau
18.02.2019 13:33,18.02.2019 13:33,Passau,Obernzell
18.02.2019 13:33,18.02.2019 16:20,Passau,Obernzell
18.02.2019 13:33,18.02.2019 13:19,Passau,Obernzell
18.02.2019 13:33,18.02.2019 13:33,Passau,Hutthurm
18.02.2019 13:33,18.02.2019 13:25,Passau,Hutthurm
18.02.2019 13:33,18.02.2019 15:41,Passau,Hutthurm
18.02.2019 14:09,18.02.2019 13:33,Passau,Hutthurm
18.02.2019 14:09,18.02.2019 15:37,Passau,Hutthurm
18.02.2019 14:20,18.02.2019 13:33,Passau,Hutthurm
18.02.2019 14:20,18.02.2019 15:37,Passau,Hutthurm
18.02.2019 14:21,18.02.2019 13:21,Passau,Hutthurm
18.02.2019 14:31,18.02.2019 14:31,Passau,Hutthurm
18.02.2019 14:31,18.02.2019 14:31,Passau,Hutthurm
18.02.2019 14:39,18.02.2019 16:12,Passau,Hutthurm
18.02.2019 14:39,18.02.2019 14:13,Passau,Hutthurm
18.02.2019 15:45,18.02.2019 17:00,Salzweg,Salzweg
18.02.2019 15:45,18.02.2019 18:36,Salzweg,Salzweg
18.02.2019 15:46,18.02.2019 16:40,Salzweg,Salzweg
18.02.2019 16:36,18.02.2019 16:24,Pfarrkirchen,Rotthalmünster
18.02.2019 16:37,20.02.2019 09:00,Passau,Regensburg
18.02.2019 16:38,20.02.2019 08:00,Untergriesbach,Passau
18.02.2019 16:38,20.02.2019 07:45,Untergriesbach,Passau
18.02.2019 22:10,24.02.2019 14:05,Vilshofen an der Donau,München
18.02.2019 22:11,24.02.2019 23:20,München,Vilshofen an der Donau
18.02.2019 22:11,24.02.2019 21:23,München,Vilshofen an der Donau
18.02.2019 22:11,25.02.2019 06:04,München,Vilshofen an der Donau
18.02.2019 22:53,22.02.2019 19:01,Passau,Windorf
18.02.2019 22:53,22.02.2019 18:21,Passau,Windorf
18.02.2019 22:53,22.02.2019 13:24,Passau,Windorf
18.02.2019 22:53,23.02.2019 12:20,Passau,Windorf
19.02.2019 05:26,19.02.2019 06:00,Aldersbach,Passau
19.02.2019 06:32,19.02.2019 06:32,Fürstenzell,Passau
19.02.2019 06:32,19.02.2019 08:40,Fürstenzell,Passau
19.02.2019 06:32,19.02.2019 06:02,Fürstenzell,Passau
19.02.2019 07:11,19.02.2019 07:11,Neuburg am Inn - Neukirchen am Inn,Passau
19.02.2019 07:11,19.02.2019 07:06,Neuburg am Inn - Neukirchen am Inn,Passau
19.02.2019 15:44,19.02.2019 15:44,Passau,Tiefenbach (Kreis Passau)
19.02.2019 15:44,19.02.2019 15:31,Passau,Tiefenbach (Kreis Passau)
19.02.2019 15:44,20.02.2019 08:47,Passau,Tiefenbach (Kreis Passau)
19.02.2019 15:44,19.02.2019 12:01,Passau,Tiefenbach (Kreis Passau)
19.02.2019 15:46,19.02.2019 16:15,Neuhaus a. Inn,Neuhaus a. Inn
19.02.2019 15:46,19.02.2019 18:20,Neuhaus a. Inn,Neuhaus a. Inn
19.02.2019 15:46,19.02.2019 15:56,Neuhaus a. Inn,Neuhaus a. Inn
19.02.2019 15:48,19.02.2019 15:48,Passau,Tiefenbach (Kreis Passau)
19.02.2019 17:46,19.02.2019 17:46,Passau,Salzweg
19.02.2019 17:46,19.02.2019 17:20,Passau,Salzweg
19.02.2019 19:41,20.02.2019 09:00,Grafenau (Niederbayern),Tiefenbach (Kreis Passau)
19.02.2019 19:42,20.02.2019 08:34,Grafenau (Niederbayern),Tiefenbach (Kreis Passau)
19.02.2019 19:42,20.02.2019 12:00,Grafenau (Niederbayern),Tiefenbach (Kreis Passau)
19.02.2019 19:43,20.02.2019 09:00,Grafenau (Niederbayern),Tittling
19.02.2019 19:43,20.02.2019 08:34,Grafenau (Niederbayern),Tittling
19.02.2019 19:43,20.02.2019 12:00,Grafenau (Niederbayern),Tittling
19.02.2019 19:51,19.02.2019 19:51,Passau,Ruderting
19.02.2019 19:51,19.02.2019 18:44,Passau,Ruderting
19.02.2019 19:51,20.02.2019 07:45,Passau,Ruderting
19.02.2019 20:11,19.02.2019 20:00,Grafenau (Niederbayern),94113 Tiefenbach
19.02.2019 20:11,19.02.2019 17:59,Grafenau (Niederbayern),94113 Tiefenbach
19.02.2019 20:12,19.02.2019 20:12,Tiefenbach (Kreis Passau),Passau
19.02.2019 20:12,19.02.2019 19:05,Tiefenbach (Kreis Passau),Passau
19.02.2019 20:12,19.02.2019 15:46,Tiefenbach (Kreis Passau),Passau
19.02.2019 20:12,20.02.2019 07:03,Tiefenbach (Kreis Passau),Passau
19.02.2019 21:50,18.02.2019 18:01,Windorf,Passau
19.02.2019 21:50,18.02.2019 17:03,Windorf,Passau
19.02.2019 21:51,18.02.2019 18:01,Windorf,Passau
19.02.2019 21:51,18.02.2019 17:52,Windorf,Passau
19.02.2019 21:59,18.02.2019 17:52,Windorf,Passau
19.02.2019 21:59,18.02.2019 14:09,Windorf,Passau
20.02.2019 06:29,20.02.2019 11:08,Passau,Fürstenzell
20.02.2019 06:29,20.02.2019 10:54,Passau,Fürstenzell
20.02.2019 06:30,20.02.2019 08:30,Fürstenzell,Passau
20.02.2019 06:30,20.02.2019 11:15,Fürstenzell,Passau
20.02.2019 06:30,20.02.2019 13:07,Fürstenzell,Passau
20.02.2019 06:31,20.02.2019 08:30,Fürstenzell,Passau
20.02.2019 06:31,20.02.2019 11:15,Fürstenzell,Passau
20.02.2019 06:31,20.02.2019 13:07,Fürstenzell,Passau
20.02.2019 06:31,20.02.2019 15:54,Fürstenzell,Passau
20.02.2019 06:32,20.02.2019 08:14,Fürstenzell,Passau
20.02.2019 06:34,20.02.2019 09:34,Passau,Fürstenzell
20.02.2019 06:46,20.02.2019 06:46,Neukirchen vorm Wald,Passau
20.02.2019 06:47,20.02.2019 05:57,Neukirchen vorm Wald,Passau
20.02.2019 06:47,19.02.2019 15:37,Neukirchen vorm Wald,Passau
20.02.2019 07:08,20.02.2019 07:08,Passau,Passau
20.02.2019 07:08,20.02.2019 06:53,Passau,Passau
20.02.2019 07:08,20.02.2019 07:38,Passau,Passau
20.02.2019 08:23,22.02.2019 14:23,Fürstenzell,Passau
20.02.2019 08:23,22.02.2019 13:59,Fürstenzell,Passau
20.02.2019 08:24,22.02.2019 17:37,Passau,Fürstenzell
20.02.2019 08:24,22.02.2019 20:39,Passau,Fürstenzell
20.02.2019 08:24,22.02.2019 17:05,Passau,Fürstenzell
20.02.2019 09:39,20.02.2019 09:15,Passau,Regensburg
20.02.2019 09:40,20.02.2019 13:02,Regensburg,Passau
20.02.2019 09:43,20.02.2019 14:01,Fürstenzell,Passau
20.02.2019 09:43,20.02.2019 13:59,Fürstenzell,Passau
20.02.2019 10:00,20.02.2019 15:00,Passau,Fürstenzell
20.02.2019 10:00,20.02.2019 16:52,Passau,Fürstenzell
20.02.2019 10:04,20.02.2019 09:04,Passau,Regensburg
20.02.2019 10:05,20.02.2019 13:05,Regensburg,Passau
20.02.2019 10:06,21.02.2019 07:06,Fürstenzell,Passau
20.02.2019 10:06,21.02.2019 09:17,Fürstenzell,Passau
20.02.2019 10:06,21.02.2019 06:59,Fürstenzell,Passau
20.02.2019 10:06,21.02.2019 11:57,Fürstenzell,Passau
20.02.2019 10:06,21.02.2019 15:07,Fürstenzell,Passau
20.02.2019 10:07,21.02.2019 10:06,Passau,Fürstenzell
20.02.2019 10:07,21.02.2019 09:55,Passau,Fürstenzell
20.02.2019 10:07,21.02.2019 05:23,Passau,Fürstenzell
20.02.2019 12:37,20.02.2019 15:00,Passau,Obernzell
20.02.2019 13:31,20.02.2019 13:31,Passau,Tiefenbach (Kreis Passau)
20.02.2019 13:44,20.02.2019 13:29,Passau,Tiefenbach (Kreis Passau)
20.02.2019 13:44,20.02.2019 09:44,Passau,Tiefenbach (Kreis Passau)
20.02.2019 13:49,20.02.2019 14:44,Passau,Untergriesbach
20.02.2019 13:51,20.02.2019 13:06,Regensburg,Passau
20.02.2019 13:52,20.02.2019 13:52,Passau,Wegscheid
20.02.2019 13:52,20.02.2019 13:21,Passau,Wegscheid
20.02.2019 13:52,20.02.2019 17:17,Passau,Wegscheid
20.02.2019 14:23,26.02.2019 18:50,Passau,94094 Rotthalmünster
20.02.2019 14:23,26.02.2019 16:05,Passau,94094 Rotthalmünster
20.02.2019 14:23,27.02.2019 05:50,Passau,94094 Rotthalmünster
20.02.2019 14:57,20.02.2019 14:57,Passau,Tiefenbach (Kreis Passau)
20.02.2019 14:57,20.02.2019 18:22,Passau,Tiefenbach (Kreis Passau)
20.02.2019 16:27,20.02.2019 16:27,Passau,Neukirchen vorm Wald
20.02.2019 16:27,20.02.2019 16:17,Passau,Neukirchen vorm Wald
20.02.2019 16:27,20.02.2019 20:30,Passau,Neukirchen vorm Wald
20.02.2019 16:48,20.02.2019 16:15,Pfarrkirchen,Rotthalmünster
20.02.2019 17:32,20.02.2019 16:58,Passau,Hutthurm
20.02.2019 17:32,20.02.2019 16:10,Passau,Hutthurm
20.02.2019 17:34,20.02.2019 18:15,Passau,Hutthurm
20.02.2019 18:19,20.02.2019 16:19,Passau,Hutthurm
20.02.2019 18:20,20.02.2019 18:15,Passau,Hutthurm
20.02.2019 18:21,20.02.2019 18:19,Passau,Hutthurm
20.02.2019 18:21,20.02.2019 18:10,Passau,Hutthurm
20.02.2019 18:21,20.02.2019 18:13,Passau,Hutthurm
20.02.2019 18:22,20.02.2019 17:33,Passau,Hutthurm
20.02.2019 18:42,21.02.2019 15:45,Passau,Windorf
20.02.2019 18:42,21.02.2019 15:29,Passau,Windorf
20.02.2019 19:39,20.02.2019 19:39,Passau,Hutthurm
20.02.2019 19:39,20.02.2019 19:20,Passau,Hutthurm
20.02.2019 19:40,21.02.2019 06:41,Passau,Hutthurm
20.02.2019 19:40,20.02.2019 17:20,Passau,Hutthurm
20.02.2019 20:56,23.02.2019 07:00,Obernzell,Passau
20.02.2019 20:56,23.02.2019 14:36,Obernzell,Passau
20.02.2019 20:56,23.02.2019 06:02,Obernzell,Passau
21.02.2019 06:04,21.02.2019 06:04,Neukirchen vorm Wald,Passau
21.02.2019 06:04,21.02.2019 05:57,Neukirchen vorm Wald,Passau
21.02.2019 06:04,21.02.2019 08:13,Neukirchen vorm Wald,Passau
21.02.2019 08:14,21.02.2019 08:14,Passau,94136 Thyrnau
21.02.2019 08:14,21.02.2019 11:50,Passau,94136 Thyrnau
21.02.2019 08:14,21.02.2019 07:48,Passau,94136 Thyrnau
21.02.2019 08:30,21.02.2019 08:30,Passau,Untergriesbach
21.02.2019 08:30,21.02.2019 08:10,Passau,Untergriesbach
21.02.2019 08:31,21.02.2019 08:31,Passau,Untergriesbach
21.02.2019 08:31,21.02.2019 08:10,Passau,Untergriesbach
21.02.2019 08:53,21.02.2019 08:47,Passau,94136 Thyrnau
21.02.2019 10:08,21.02.2019 10:08,Passau,Fürstenzell
21.02.2019 13:58,21.02.2019 13:58,Neuburg a. Inn,Passau
21.02.2019 13:58,21.02.2019 15:18,Neuburg a. Inn,Passau
21.02.2019 13:59,21.02.2019 16:15,Neuburg a. Inn,Neuhaus a. Inn
21.02.2019 13:59,21.02.2019 18:19,Neuburg a. Inn,Neuhaus a. Inn
21.02.2019 13:59,21.02.2019 15:39,Neuburg a. Inn,Neuhaus a. Inn
21.02.2019 15:13,21.02.2019 15:13,Passau,Obernzell
21.02.2019 15:13,21.02.2019 17:15,Passau,Obernzell
21.02.2019 15:13,21.02.2019 14:49,Passau,Obernzell
21.02.2019 16:16,21.02.2019 16:30,Neuburg a. Inn,Neuhaus a. Inn
21.02.2019 16:19,21.02.2019 18:19,Neuburg a. Inn,Neuhaus a. Inn
21.02.2019 16:19,21.02.2019 15:39,Neuburg a. Inn,Neuhaus a. Inn
21.02.2019 16:36,21.02.2019 16:30,Neuburg am Inn - Neukirchen am Inn,Neuhaus a. Inn
21.02.2019 17:32,21.02.2019 16:33,Passau,Hutthurm
21.02.2019 17:33,21.02.2019 18:15,Passau,Hutthurm
21.02.2019 17:34,21.02.2019 16:10,Passau,Hutthurm
21.02.2019 17:37,21.02.2019 16:36,Passau,Hutthurm
21.02.2019 17:37,21.02.2019 16:10,Passau,Hutthurm
21.02.2019 17:59,21.02.2019 17:59,Fürstenzell,Passau
21.02.2019 17:59,21.02.2019 17:57,Fürstenzell,Passau
21.02.2019 18:00,22.02.2019 07:00,Fürstenzell,Passau
21.02.2019 21:01,22.02.2019 13:00,Obernzell,Passau
21.02.2019 21:01,22.02.2019 16:36,Obernzell,Passau
21.02.2019 21:02,22.02.2019 12:35,Obernzell,Passau
21.02.2019 21:02,22.02.2019 13:00,Passau,Obernzell
21.02.2019 21:03,22.02.2019 13:00,Obernzell,Passau
21.02.2019 21:03,22.02.2019 16:36,Obernzell,Passau
21.02.2019 21:03,22.02.2019 12:35,Obernzell,Passau
21.02.2019 21:06,22.02.2019 20:00,Passau,Obernzell
22.02.2019 05:17,22.02.2019 05:17,Aldersbach,Passau
22.02.2019 05:36,22.02.2019 05:36,Vilshofen an der Donau,Passau
22.02.2019 05:36,22.02.2019 07:50,Vilshofen an der Donau,Passau
22.02.2019 05:37,22.02.2019 02:03,Vilshofen an der Donau,Passau
22.02.2019 07:23,22.02.2019 15:00,Passau,Neukirchen vorm Wald
22.02.2019 07:23,22.02.2019 14:44,Passau,Neukirchen vorm Wald
22.02.2019 07:23,22.02.2019 16:45,Passau,Neukirchen vorm Wald
22.02.2019 10:22,22.02.2019 10:22,Thyrnau,Passau
22.02.2019 10:22,22.02.2019 12:28,Thyrnau,Passau
22.02.2019 10:24,22.02.2019 09:42,Thyrnau,Passau
22.02.2019 10:44,22.02.2019 10:44,94136 Thyrnau,Passau
22.02.2019 10:45,22.02.2019 14:29,94136 Thyrnau,Passau
22.02.2019 12:29,22.02.2019 12:28,Thyrnau,Passau
22.02.2019 12:40,22.02.2019 16:40,Waldkirchen (Niederbayern),Hauzenberg
22.02.2019 12:41,22.02.2019 12:41,Waldkirchen (Niederbayern),Hauzenberg
22.02.2019 12:41,22.02.2019 16:09,Waldkirchen (Niederbayern),Hauzenberg
22.02.2019 12:41,22.02.2019 16:09,Waldkirchen (Niederbayern),Hauzenberg
22.02.2019 12:41,22.02.2019 16:09,Waldkirchen (Niederbayern),Hauzenberg
22.02.2019 12:41,22.02.2019 16:09,Waldkirchen (Niederbayern),Hauzenberg
22.02.2019 12:41,22.02.2019 16:09,Waldkirchen (Niederbayern),Hauzenberg
22.02.2019 12:41,22.02.2019 16:09,Waldkirchen (Niederbayern),Hauzenberg
22.02.2019 12:41,22.02.2019 16:09,Waldkirchen (Niederbayern),Hauzenberg
22.02.2019 12:41,21.02.2019 16:08,Waldkirchen (Niederbayern),Hauzenberg
22.02.2019 12:50,22.02.2019 11:27,Thyrnau,Passau
22.02.2019 13:04,22.02.2019 14:03,Passau,Windorf
22.02.2019 13:04,22.02.2019 19:19,Passau,Windorf
22.02.2019 13:04,22.02.2019 13:24,Passau,Windorf
22.02.2019 13:07,22.02.2019 13:06,Passau,Wegscheid
22.02.2019 13:07,22.02.2019 12:56,Passau,Wegscheid
22.02.2019 13:07,22.02.2019 17:17,Passau,Wegscheid
22.02.2019 13:33,22.02.2019 12:33,Passau,
22.02.2019 13:33,22.02.2019 14:53,Passau,
22.02.2019 13:33,22.02.2019 12:22,Passau,
22.02.2019 13:40,22.02.2019 13:15,Pfarrkirchen,Rotthalmünster
22.02.2019 14:17,22.02.2019 14:17,Passau,94127 Neuburg am Inn
22.02.2019 15:13,22.02.2019 18:13,Passau,Fürstenzell
22.02.2019 15:13,22.02.2019 18:11,Passau,Fürstenzell
22.02.2019 15:13,22.02.2019 14:45,Passau,Fürstenzell
22.02.2019 18:51,22.02.2019 18:51,Hutthurm,Passau
22.02.2019 18:51,22.02.2019 18:36,Hutthurm,Passau
22.02.2019 18:51,23.02.2019 08:37,Hutthurm,Passau
22.02.2019 19:01,22.02.2019 19:01,Hutthurm,Passau
22.02.2019 19:01,22.02.2019 18:36,Hutthurm,Passau
22.02.2019 19:01,23.02.2019 08:37,Hutthurm,Passau
22.02.2019 21:40,18.02.2019 14:39,Passau,Windorf
22.02.2019 21:40,18.02.2019 14:25,Passau,Windorf
22.02.2019 21:41,18.02.2019 18:22,Passau,Windorf
22.02.2019 21:41,23.02.2019 14:39,Passau,Windorf
22.02.2019 21:41,23.02.2019 14:25,Passau,Windorf
22.02.2019 21:41,24.02.2019 12:19,Passau,Windorf
22.02.2019 21:41,24.02.2019 12:19,Passau,Windorf
22.02.2019 21:41,24.02.2019 12:19,Passau,Windorf
22.02.2019 21:42,23.02.2019 13:28,Windorf,Passau
22.02.2019 21:42,23.02.2019 11:09,Windorf,Passau
22.02.2019 21:42,24.02.2019 09:10,Windorf,Passau
22.02.2019 21:42,23.02.2019 11:09,Windorf,Passau
22.02.2019 21:43,24.02.2019 20:09,Windorf,Passau
22.02.2019 23:21,23.02.2019 02:21,Thyrnau,Passau
22.02.2019 23:22,23.02.2019 08:28,Thyrnau,Passau
22.02.2019 23:22,22.02.2019 18:35,Thyrnau,Passau
22.02.2019 23:25,23.02.2019 01:24,94136 Thyrnau,Passau
22.02.2019 23:25,23.02.2019 08:29,94136 Thyrnau,Passau
22.02.2019 23:27,24.02.2019 01:24,Passau,Passau
22.02.2019 23:27,24.02.2019 00:29,Passau,Passau
22.02.2019 23:27,24.02.2019 11:30,Passau,Passau
22.02.2019 23:47,24.02.2019 01:24,Passau,Passau
22.02.2019 23:48,24.02.2019 01:24,94136 Thyrnau,Passau
22.02.2019 23:48,24.02.2019 01:24,94136 Thyrnau,Passau
22.02.2019 23:48,24.02.2019 01:24,94136 Thyrnau,Passau
22.02.2019 23:48,23.02.2019 17:43,94136 Thyrnau,Passau
22.02.2019 23:49,23.02.2019 01:24,94136 Thyrnau,Passau
22.02.2019 23:49,23.02.2019 08:29,94136 Thyrnau,Passau
22.02.2019 23:54,23.02.2019 01:24,Passau,Passau
22.02.2019 23:54,23.02.2019 07:15,Passau,Passau
22.02.2019 23:54,23.02.2019 08:30,Passau,Passau
22.02.2019 23:55,23.02.2019 01:24,94136 Thyrnau,Passau
22.02.2019 23:55,23.02.2019 11:11,94136 Thyrnau,Passau
22.02.2019 23:55,22.02.2019 18:55,94136 Thyrnau,Passau
23.02.2019 01:15,23.02.2019 16:14,Passau,Ruderting
23.02.2019 01:15,23.02.2019 15:44,Passau,Ruderting
23.02.2019 01:15,24.02.2019 07:45,Passau,Ruderting
23.02.2019 06:59,23.02.2019 01:24,94136 Thyrnau,Passau
23.02.2019 06:59,23.02.2019 08:29,94136 Thyrnau,Passau
23.02.2019 07:00,22.02.2019 18:55,94136 Thyrnau,Passau
23.02.2019 07:00,23.02.2019 12:29,94136 Thyrnau,Passau
23.02.2019 08:27,23.02.2019 08:27,94136 Thyrnau,Passau
23.02.2019 08:27,23.02.2019 12:29,94136 Thyrnau,Passau
23.02.2019 09:53,23.02.2019 09:53,Ruderting,Passau
23.02.2019 09:53,23.02.2019 09:17,Ruderting,Passau
23.02.2019 09:53,23.02.2019 15:15,Ruderting,Passau
23.02.2019 09:53,24.02.2019 13:04,Ruderting,Passau
23.02.2019 10:26,23.02.2019 10:26,Neuburg a. Inn,Passau
23.02.2019 10:26,23.02.2019 09:29,Neuburg a. Inn,Passau
23.02.2019 10:26,23.02.2019 14:56,Neuburg a. Inn,Passau
23.02.2019 10:26,23.02.2019 20:43,Neuburg a. Inn,Passau
23.02.2019 11:34,23.02.2019 11:34,Passau,Passau
23.02.2019 11:34,23.02.2019 10:49,Passau,Passau
23.02.2019 11:34,23.02.2019 15:50,Passau,Passau
23.02.2019 12:02,23.02.2019 12:02,94099 Ruhstorf an der Rott,Passau
23.02.2019 12:16,23.02.2019 15:00,Salzweg,Passau
23.02.2019 20:43,24.02.2019 08:42,Fürstenzell,Passau
23.02.2019 20:43,24.02.2019 08:23,Fürstenzell,Passau
23.02.2019 20:43,24.02.2019 12:21,Fürstenzell,Passau
23.02.2019 21:04,24.02.2019 08:04,Fürstenzell,Passau
23.02.2019 21:04,24.02.2019 12:21,Fürstenzell,Passau
23.02.2019 21:04,24.02.2019 10:00,Passau,Passau
23.02.2019 21:04,24.02.2019 09:50,Passau,Passau
23.02.2019 21:04,24.02.2019 11:51,Passau,Passau
23.02.2019 21:59,24.02.2019 10:04,Fürstenzell,Passau
24.02.2019 10:57,24.02.2019 13:26,Pocking,Vilshofen an der Donau
24.02.2019 10:57,24.02.2019 13:00,Pocking,Vilshofen an der Donau
24.02.2019 14:23,24.02.2019 14:22,Vilshofen an der Donau,München
24.02.2019 14:23,24.02.2019 13:33,Vilshofen an der Donau,München
24.02.2019 14:23,24.02.2019 17:34,Vilshofen an der Donau,München
24.02.2019 19:44,24.02.2019 19:44,94099 Ruhstorf an der Rott,Neuburg am Inn - Neukirchen am Inn
24.02.2019 19:44,24.02.2019 18:50,94099 Ruhstorf an der Rott,Neuburg am Inn - Neukirchen am Inn
24.02.2019 19:44,25.02.2019 06:32,94099 Ruhstorf an der Rott,Neuburg am Inn - Neukirchen am Inn
24.02.2019 21:22,25.02.2019 08:45,Salzweg,Passau
24.02.2019 21:22,25.02.2019 10:03,Salzweg,Passau
24.02.2019 21:22,25.02.2019 08:37,Salzweg,Passau
24.02.2019 21:23,25.02.2019 07:02,Salzweg,Passau
24.02.2019 21:24,25.02.2019 08:45,Salzweg,Passau
24.02.2019 21:24,25.02.2019 10:03,Salzweg,Passau
24.02.2019 21:24,25.02.2019 08:45,Salzweg,Passau
24.02.2019 21:25,25.02.2019 10:03,Salzweg,Passau
24.02.2019 21:25,25.02.2019 08:36,Salzweg,Passau
24.02.2019 21:25,25.02.2019 08:29,Salzweg,Passau
24.02.2019 21:26,25.02.2019 09:33,Salzweg,Passau
24.02.2019 22:53,24.02.2019 22:53,München,München
24.02.2019 22:54,24.02.2019 23:01,München,München
24.02.2019 23:09,25.02.2019 15:09,Salzweg,Salzweg
24.02.2019 23:09,25.02.2019 16:45,Salzweg,Salzweg
25.02.2019 06:53,25.02.2019 06:53,Neukirchen vorm Wald,Passau
25.02.2019 06:56,25.02.2019 06:56,Neukirchen vorm Wald,Passau
25.02.2019 06:56,25.02.2019 06:49,Neukirchen vorm Wald,Passau
25.02.2019 06:56,25.02.2019 09:11,Neukirchen vorm Wald,Passau
25.02.2019 06:57,24.02.2019 17:07,Neukirchen vorm Wald,Passau
25.02.2019 13:36,25.02.2019 13:36,Passau,Tiefenbach (Kreis Passau)
25.02.2019 13:36,25.02.2019 13:29,Passau,Tiefenbach (Kreis Passau)
25.02.2019 13:36,25.02.2019 16:45,Passau,Tiefenbach (Kreis Passau)
25.02.2019 13:37,25.02.2019 13:37,Passau,Tiefenbach (Kreis Passau)
25.02.2019 14:00,25.02.2019 14:00,Fürstenzell,Passau
25.02.2019 14:00,25.02.2019 13:47,Fürstenzell,Passau
25.02.2019 14:06,25.02.2019 14:06,Fürstenzell,Passau
25.02.2019 16:11,25.02.2019 16:11,Passau,Passau
25.02.2019 16:21,25.02.2019 16:21,Passau,Neukirchen vorm Wald
25.02.2019 20:34,28.02.2019 15:00,Passau,Untergriesbach
25.02.2019 20:35,28.02.2019 14:51,Passau,Untergriesbach
25.02.2019 20:36,28.02.2019 14:30,Passau,Untergriesbach
